x,y,z
35.37173332213016,379.3599204613119,a
43.825954342003676,357.329482460607,a
25.06226212805533,364.26242520481094,a
17.04807687093099,434.1847689462571,a
46.94681735663361,417.16232686142496,a
47.75348131422872,450.964866110086,a
73.70790061740308,397.7657747047788,a
153.17894968219508,451.17215339730717,a
179.7136658450376,470.56393115394553,a
125.44560190781466,426.56301322006055,a
126.60045768789465,441.5672542800344,a
132.8904146037378,436.4398548136882,a
194.97509571944664,441.24434020428953,a
241.389598675801,463.2496823912085,a
265.66607875603665,496.14594935982933,a
245.74673620076786,513.8829949584399,a
239.00013504875287,481.9850843639896,a
282.97723203662065,460.85313200383274,a
299.06108442192755,461.1681866045928,a
380.1516902379147,422.57031766041916,a
356.02722737254317,482.9098077394369,a
417.6773737193592,477.0667738652704,a
439.13508768216184,506.6586173771494,a
477.0485493355644,466.9282239448862,a
499.87087597309306,461.50148705573463,a
511.2752168053725,441.21172675693236,a
488.81403810309394,479.0522431182809,a
540.2719987074222,458.0865594893392,a
562.8473498916596,441.4759112552849,a
538.1585148838949,412.00058596459,a
567.9191545798859,450.36040593246275,a
539.0054339889266,424.4535988743315,a
586.7221810505699,351.22225094778014,a
630.1293007146231,334.1275611834037,a
604.8537688990046,353.3250181635849,a
590.9407678629416,343.2998808091895,a
615.471940780347,291.4844791641376,a
639.0288456090294,320.9735263449953,a
599.8941156580809,278.84607981318686,a
643.4774827394199,292.0341314319804,a
617.0882986656918,252.90139257150707,a
629.2598218795534,266.6265470926271,a
660.5561628546815,232.51218894204686,a
625.3768902882074,244.9428118042452,a
636.3693958704506,187.19603206481014,a
660.9763755989574,200.90617952068465,a
621.9357254677176,160.6121741599831,a
657.5467400767083,197.14563821726563,a
608.9546218420076,197.87483841539466,a
618.4656217540453,154.95468710496402,a
538.3082351771277,171.5900147880473,a
592.4213048466148,161.53342251827104,a
603.0289839207273,131.69448566234928,a
593.1407877355542,130.83736713032135,a
581.2498771242578,101.43699876144194,a
505.92698133808307,178.02903756595873,a
517.120605606227,114.06152913921079,a
450.42572272920313,155.66008521247562,a
428.0048348216611,127.979235139884,a
429.8973075237202,161.2825266756962,a
335.8638968210493,121.55815041490183,a
404.13626816797535,140.50969444107517,a
367.0316004219176,141.6161406037847,a
313.73552575647335,110.71550924768786,a
283.5851226350125,102.51318692072653,a
318.1331378035009,103.48596937945842,a
326.7042266340554,94.56022585827884,a
237.85348852465071,152.2897178662418,a
232.784870322763,150.60808020209703,a
229.22958644653477,151.40869828191381,a
188.8432707018524,120.85475824400044,a
187.0971501128987,144.74673290329804,a
109.414289662379,189.17230946206735,a
93.50042792653979,199.7919998618163,a
72.92274606568351,212.96665162467798,a
81.5791595964106,201.73348820632725,a
90.63640011977796,179.2754546765815,a
68.24289932234315,212.65731815007024,a
20.047397518512852,222.94059300911425,a
26.93709085399411,270.65841947708526,a
53.604564570626245,278.9578651643977,a
40.52836793575147,284.12708975722427,a
21.177909102663495,324.73858690305906,a
44.41828245372457,351.523698910199,a
94.25107755692423,354.2501911210036,a
-5.814025361430637,370.0227149698918,a
63.144145599071315,339.6825854188473,a
60.20519372066073,395.4024418380314,a
42.448062680166274,392.9817016042083,a
67.46669825001251,399.6093287228787,a
66.66978801735544,388.2199919005429,a
73.31821448631133,431.8444789906797,a
66.75186856964424,406.17820127500573,a
89.23812969041896,433.64403201746205,a
59.76835598323562,446.9639449719797,a
76.25985774952046,446.67970515633925,a
90.44523266445441,431.3540840776702,a
151.28612624428845,469.10369396386534,a
128.9722788867052,454.0865965282592,a
198.6394297380299,440.0991971484275,a
197.38895744844714,467.0738570723988,a
224.21159167527208,449.227745272927,a
250.8448020529742,444.38553228507055,a
262.7125209463879,460.90832090965586,a
263.09755132233727,487.8192423984803,a
296.38320038421364,459.9361789256895,a
386.7317405777877,434.1746680534543,a
345.3924885294069,472.6932117018368,a
339.9312363619256,446.59665567781207,a
391.56602703297733,475.9183397554752,a
445.0296765602024,460.7969068835552,a
467.23994478634825,462.8858487666257,a
447.45441419617043,481.04208698867563,a
463.70466526018555,445.93022560830025,a
476.5182219263888,480.91244548701707,a
478.0551124117023,460.5344691920806,a
464.9967799082263,493.6621195256078,a
504.6305165901221,451.62712251626135,a
542.6131277180675,439.14451646408986,a
548.7359495415897,485.53125243467616,a
567.4965209063539,464.4545454414514,a
581.5577826491494,448.490986935862,a
551.6215405480319,443.0464103551021,a
590.251786930447,428.7366175242748,a
598.0634605777918,429.9108196158491,a
611.2965414232216,455.29503510793666,a
619.115706149578,397.4806563276387,a
663.5012602832978,399.46089161472963,a
661.2959543347616,332.5498486979122,a
626.1756465378618,357.82795815106624,a
671.4099471670326,346.1885448556849,a
664.9128039281366,328.10184085578203,a
666.6510894414923,268.41542249952386,a
