x,y,z
69.18815049238805,491.2175604082878,a
43.19489199492061,531.2025912894644,a
88.04893791779077,495.2175954827189,a
164.2298332026655,434.0584424011007,a
221.36187596139962,453.3221360926037,a
188.28867461831965,471.18899384431404,a
242.10206359681027,472.9763477235454,a
223.45111574269328,430.70254183510843,a
226.35196689891742,492.071961382,a
222.4778541997748,469.01932623830464,a
237.02977938087918,447.29297772908785,a
220.40382487389098,470.63861816312493,a
159.61374680272576,464.4232113652832,a
109.29131381210736,410.57065416219643,a
90.74187403776368,452.26473550950175,a
50.287897027668095,466.7430264362861,a
-27.30247515864849,401.8164434619289,a
58.45467404274694,422.48965845762007,a
55.36118336724996,446.591435020346,a
115.84784099741768,423.06436570298985,a
188.8451502011556,458.55229049822685,a
189.87223425199429,452.26223381188584,a
221.60876326998658,440.3141141741176,a
245.64308179483822,387.2953189648746,a
244.85474076951712,457.973301113149,a
211.56015076289046,425.21896610823296,a
208.07345558612786,394.8713746331218,a
171.0202623600647,434.92418191429175,a
116.54354782390794,393.92652978714,a
89.06934945563881,450.49560004047925,a
86.77909917892794,428.6322854688717,a
118.88724131922517,430.4025091392532,a
189.44663951858774,407.48489080803483,a
136.1815275531301,388.8384256365358,a
221.12684742546415,396.7859111469361,a
254.82600503871123,383.3242656517945,a
287.9841615365382,419.90746077572675,a
239.94232942396937,385.43598859599194,a
216.28982522573256,397.3928878191663,a
180.5167406809024,418.0179429738148,a
112.56885905847531,356.62088521988653,a
155.5729533115422,381.42640730346125,a
93.53260256748776,388.33244393976594,a
78.3545367271508,378.7253073820222,a
114.34955032070727,406.41693549313817,a
72.43950840985248,385.292070525401,a
115.49260289234185,409.5020776365596,a
198.15420221002472,362.93170865399316,a
250.12125485418494,416.8196650621967,a
267.52610803947425,346.969939894331,a
279.22192449235695,398.32504128058133,a
299.2602791183504,385.90484098075814,a
263.3390112253,411.4852032787127,a
229.82093670902614,377.442939053923,a
216.19827203834976,392.0004206437908,a
192.16561431228325,376.3665925869226,a
166.48029635952412,367.91610292502264,a
74.33512198092389,385.9132616956996,a
80.37945953400356,407.7384762471852,a
112.0209615267858,383.56381840128415,a
81.70011000896594,384.6882711206422,a
144.22602001678553,392.05059659689607,a
128.77185616872515,349.26782727231137,a
103.83284585444497,341.13300562855386,a
67.13521477092179,379.38344937487705,a
66.91020994348963,331.78849338220857,a
61.51836939578355,375.48187878262644,a
58.997280318264664,389.1904892839349,a
86.22886522515147,411.84246678037636,a
55.46362876218399,403.11571070760255,a
85.48129368203104,366.6344951274805,a
45.108153803597915,402.60284462884545,a
19.591236988342985,373.27374674390296,a
11.478393657029194,417.66039799934276,a
