x,y,z
-17.391598469020586,337.0059341059828,a
65.03479171079645,303.829543056003,a
49.126212118033855,302.8452664720018,a
98.89878445807945,337.65783395895903,a
102.61107853308164,294.38328813715043,a
126.84883241562397,287.57779991954396,a
143.940826881566,334.30935533713233,a
125.57126151486472,298.16485677094613,a
186.67179605539818,329.3939874064936,a
217.36625871569822,307.3464933675135,a
201.9491945272018,293.3780932406488,a
229.83205754885745,318.0050027590197,a
211.87434034877066,301.2841462440123,a
212.35959162798622,274.7920102145221,a
225.39394909673345,278.02366721950125,a
243.87527122270623,318.09588288697944,a
191.69963027551833,305.0015696410411,a
228.50433017301512,313.3343113279685,a
246.63648878986817,311.74782843089287,a
284.81728933737577,289.2566747060091,a
251.76086908893674,325.4277494169154,a
306.7511881519947,338.0595411164653,a
312.99392419362204,331.46046298404235,a
303.3052053227024,317.855809683974,a
311.19789330248005,309.4948290589768,a
344.37372080421585,297.7698861931277,a
339.1798249332615,346.7515578899423,a
344.0836148260744,318.993962528573,a
362.4994245812984,362.8994800123796,a
381.0570937575914,311.6623833086935,a
316.75791836801466,329.49672730849403,a
373.1660827638537,321.33615487459895,a
316.5614384142882,391.70999601662083,a
348.8720582826882,382.8374245735615,a
351.5240417368067,355.9978686911187,a
320.2782294005356,428.6070492521634,a
318.6584252315454,448.48009629246076,a
395.0722511716813,404.0073701260297,a
340.31434043613234,443.015928014717,a
352.5759831440628,437.6769111104037,a
317.6384214297967,466.47011684000086,a
351.22067056118493,457.2494536827303,a
315.32183613649624,452.13826519453545,a
347.853795882823,454.3773934816639,a
355.19055440160105,413.329500093927,a
408.11275441180055,428.2867356978702,a
345.9380429580678,464.99271438969936,a
355.0608953180054,511.0951710000794,a
351.96170580735406,491.2513785897632,a
336.37995427016426,473.21837075080396,a
346.18400241941555,463.80373713373103,a
362.49273478855656,452.4479893368489,a
289.80077865273427,458.6836432933734,a
229.61427987602576,486.3173242142829,a
196.9972484576221,478.14673341049104,a
153.9768521187044,471.1079551186264,a
169.55854511261361,514.9238691426237,a
157.75957576063433,467.0179375919829,a
145.08723790660838,462.82119687362894,a
155.73972821691154,476.70583256882003,a
186.11106171110328,463.67385493932323,a
131.39089567800627,483.59605559716215,a
181.0691966704238,401.2552002394897,a
144.8845832379287,443.2719406542968,a
100.26409991031963,503.2011959990538,a
115.98389153693928,486.01414860506225,a
97.63488468988339,510.9245319422141,a
98.59030520054745,463.5266339671888,a
101.69856116073976,513.144639726226,a
98.79830406049905,461.75559371945513,a
101.41176367672645,451.03600092935017,a
70.1410397751533,487.76943966569513,a
29.463638268594067,493.21195144492094,a
102.7258597469025,429.1728943781211,a
49.856527423616505,464.00232959021173,a
54.34823559214096,475.88303582358947,a
37.091500425939074,455.6935776856272,a
44.81353230114446,491.08116475756515,a
51.20378650889516,461.48218682130715,a
91.58727001352845,426.26261515056365,a
32.05375688274473,483.4225173258628,a
17.105956526993467,428.1895699507592,a
73.9555585877645,400.33660960187547,a
51.65613577642525,407.2846667725798,a
62.11383514309817,387.91188304358934,a
30.126203105378213,325.23913651703367,a
64.68270702994882,279.59671435975383,a
-9.769903417462082,286.16861080479373,a
26.887267657062722,331.42911193537464,a
62.53930580937144,316.8353063068771,a
52.63181339589701,336.57498909674746,a
63.68262952832355,361.4415581183822,a
25.591143608979063,400.4372633582545,a
63.914643849595365,352.4768806025124,a
24.002145461378664,412.5996866956376,a
52.20736421245574,455.08556093266003,a
42.2758265319583,429.9281055104765,a
101.68434797854192,453.67643036029006,a
56.77739921734976,457.4968761221684,a
29.619429182050034,437.130161783552,a
22.934255355650365,494.7872985002606,a
11.793056139892137,461.003795998665,a
20.160591315184675,440.1461353540199,a
91.80178285626019,452.78881084852617,a
65.4124025363291,398.6045340516981,a
46.399923078804335,388.84255986110026,a
128.12159206575092,384.3340160983421,a
67.0700521149134,403.87185893413925,a
66.68371538288181,406.6383476800182,a
62.05475637651794,343.59025270798537,a
109.26716027665192,370.60013420233685,a
90.74916873713332,319.0726559717245,a
114.42335183482862,323.12645913866834,a
105.12756566127808,287.37525610343306,a
111.34165725455314,358.55323440174675,a
113.0106985525184,324.5912445286789,a
138.17894487176892,296.7325454945159,a
102.09973869521347,285.73063960788687,a
83.16831320040083,347.61671933458354,a
134.9575601022687,344.53463182446353,a
127.7970011418212,367.7383769790953,a
89.80614391924998,383.84962443328243,a
178.80918803867382,407.44823184788356,a
109.71663587334046,389.7423716530234,a
171.58882371110576,439.4553905445596,a
176.68422158682506,414.9671025761194,a
176.56164667211792,460.3358101895651,a
159.25595811812147,495.4192389324604,a
126.47536115734752,431.44167584698346,a
170.79996885855422,455.5911476526445,a
110.84446982647273,486.3044206173226,a
197.56767345469626,467.09359798391574,a
202.4703428621244,466.33667782019796,a
205.69434087781457,482.1452655131627,a
181.56834407694393,468.59802583990853,a
203.3490010091974,405.7769240870473,a
157.67710886631568,430.57223882476245,a
189.86922413516245,424.2138427601343,a
181.7358202746023,331.38382235809024,a
191.0081157614684,381.02329897273535,a
189.30837792107926,347.37737003167786,a
168.0803988866389,346.14941011909707,a
203.98999072926213,315.4745593152486,a
207.48274286505026,312.18848748770245,a
194.45005990184916,379.1378679207595,a
187.38880950736754,341.35220988431524,a
242.96112631295088,354.6838917851211,a
269.3822156509386,347.661549986202,a
277.1525694228012,404.1110114637579,a
282.4514462333271,431.82620734679017,a
279.64685769371175,391.2750481765808,a
277.7936149504442,406.20852336970324,a
285.80236651214545,463.137029391265,a
287.4873606633346,427.9125635149964,a
334.82568109065693,445.31606477925993,a
305.220341985772,488.85693293667146,a
295.0996801977618,442.7764789911168,a
281.1129883030074,425.2414599361025,a
272.246751099683,452.8878417972894,a
279.63864785056546,466.9753197219331,a
263.930243802647,482.0352732784066,a
271.39306912896967,419.15438066198845,a
238.17515154823005,391.53139579440483,a
207.84294066065203,418.44243825994994,a
185.6385753862476,372.27738107375876,a
225.6867198625201,395.9273164119164,a
250.30984360931885,392.3274239702397,a
287.28033302532253,369.2595768212872,a
273.1706562327118,319.7321203429701,a
290.53173092686507,393.6306719639846,a
264.93790943016455,361.4591826538647,a
330.917285807967,343.6576159106981,a
282.97037910202107,288.6341523803999,a
300.91210515611397,398.84125131826204,a
324.67117387352,453.6752423388346,a
281.20898557589084,417.9454546807268,a
311.763085080615,380.44616551478583,a
285.38027555101786,459.7641919799513,a
235.90211601486803,463.83256326565527,a
232.69684484707466,422.8651095220621,a
224.97596216499005,470.1195747139697,a
196.55598200143774,414.09276526015367,a
138.37351192932394,417.64114024297385,a
170.8218618871253,438.79939040577534,a
177.0717983531893,435.481478599483,a
201.84641690282132,429.96496789699273,a
190.17101263319063,362.3213409504667,a
212.67413785741442,369.0955829104054,a
207.81039415913236,359.1741996237915,a
260.3855504015382,366.14048502422435,a
273.25931556090234,361.80778948439706,a
297.70394710884705,395.41303112115884,a
332.6884260290298,354.0694614278991,a
343.49920099297066,411.1699869110712,a
359.38753021671715,476.82195664864577,a
333.72454007774627,465.1400506274174,a
333.0341181622313,460.9625291553637,a
293.4836786540021,449.79390184865196,a
271.4916922975359,472.5133801643153,a
243.30559935631914,430.0075838973867,a
204.53184580046815,440.146005215234,a
244.58834168837754,394.73873102601084,a
190.2899712175987,422.0056690149272,a
229.09128105561206,399.0807795774502,a
237.8583209057058,379.3325189594691,a
206.65347761018043,361.201387538188,a
265.3265899817417,402.22443406341137,a
223.39672857281462,364.9009238343572,a
263.11433460702176,390.38424993107526,a
309.68274242601274,390.3760472477762,a
306.89554542408126,367.8002948801697,a
337.3760113884749,431.0162036347675,a
256.96754369578355,393.22724299172853,a
320.07309615217883,473.6752236764477,a
237.66660042767882,460.7659008096972,a
254.39957207494325,468.84400128987295,a
269.79147132823147,459.6686331815879,a
215.68707968101594,448.39465758043644,a
236.7941937887103,438.51530695117185,a
414.01633606274163,212.64732229676906,a
426.97489778677385,246.39352011283648,a
384.02009872358235,234.56348669733836,a
370.9565465840836,126.57602416138292,a
407.3479617813196,155.28365295064793,a
365.97185433277934,89.53486440785088,a
376.7640734457469,107.08307530561393,a
369.4330921751408,71.20446659232238,a
367.3775144614223,73.89293452989205,a
396.7450363867064,89.85981762229619,a
430.81199920632537,87.37786265270813,a
382.15321554752876,80.60238498462837,a
356.1819371475292,106.3377183674566,a
352.0300123717691,71.59648510600164,a
376.3137886813249,116.15649068976217,a
406.3264206925314,145.87970180420933,a
365.33338499814226,190.8226721698942,a
362.691766578428,216.2963549062806,a
335.64627360492,184.23678384919862,a
375.21847467122234,206.22732210654334,a
402.3571655209976,231.04536780465168,a
376.9745466483651,238.0563661343989,a
350.3228446332894,245.3270964232905,a
323.48805311207514,273.18992772447524,a
381.3747164729187,268.95583616852343,a
365.5215516094177,237.0442808192983,a
353.68231063162887,267.3588517732567,a
353.0082449390941,288.3419251302369,a
399.80837882063094,286.5300533169474,a
436.72906475829143,303.3369700630374,a
399.7161278781835,267.1352268953247,a
366.4442624185772,276.93443313159787,a
431.530685259629,291.77010453420905,a
423.6512159867545,215.83945246792445,a
467.06506898674513,209.93024720795768,a
463.8992430940681,248.08641607334923,a
538.8883328189846,257.9595131734403,a
558.108115388715,253.79284611389565,a
609.7793628974919,233.86281679661107,a
594.0850721007822,231.77880423223888,a
614.8159350908894,267.1002357747978,a
615.1190884099542,258.37180328752606,a
635.8835748475609,285.8437823789661,a
659.0632432277168,251.84384192200477,a
700.9374755096882,258.0458626009719,a
673.8158543282966,207.02937118678955,a
682.0657416776452,215.97031551369042,a
676.0092004967206,222.41659362772765,a
680.211651093529,219.71447746436485,a
680.9685761631087,236.8246052598314,a
737.6291415768046,245.30239887394228,a
684.258899799444,281.1699737890772,a
691.3126723316537,202.04184537807214,a
679.3761661523131,278.09560848013325,a
706.8639945991633,241.42868757256474,a
756.2611452532758,243.004521210828,a
749.5868181714245,254.70459716755767,a
647.509236059642,273.46585395403383,a
662.2827593545446,271.87339742245115,a
551.5420263150718,222.83901797345072,a
522.3416002176845,241.93746157185257,a
534.0498411911236,213.86703535688963,a
502.07123615703017,267.174195799461,a
496.12281239898994,285.2620007625091,a
452.7209957007286,259.23003938645036,a
404.6756948719863,253.0158188904808,a
439.7971305621694,265.6293103181385,a
471.62042011983095,244.34632221757815,a
380.6160443976208,251.52293837936685,a
393.8267405327205,272.58613177266847,a
390.6457869696759,289.5448429831053,a
411.9453897139753,279.32921003014815,a
385.42128754063503,274.8120056838279,a
388.3169477947367,233.6405720158009,a
373.98845956098114,245.26864033735026,a
441.33927728006785,275.38431389819203,a
481.5139389371861,268.8803349712608,a
526.4192258480964,259.6569896789082,a
583.5209287867435,270.30130426554854,a
568.3280028699113,235.87720229504987,a
591.593578983961,267.9676442916383,a
648.9384322069391,225.6537136453344,a
646.2718488209869,273.1376495949419,a
665.6276771672283,254.09476958232958,a
693.8450765781162,281.57616201869587,a
465.08239537581983,220.27632312143498,a
407.34742043804795,227.01830758131769,a
443.77466463653906,246.81797335610707,a
416.37137653321236,160.63504907868673,a
436.9476365734583,131.87930163340826,a
383.4727975918312,127.74019771103781,a
398.3019108373211,95.912444494341,a
416.9950361551073,84.57034302627119,a
407.426435690212,51.99209621535044,a
470.5140071889247,47.67084612337942,a
438.1289530045828,28.810265723470025,a
424.19925298467984,78.23201306003119,a
466.97378486254684,119.59029637511071,a
457.9867131431227,120.94759172635526,a
426.9099579911805,154.9946907290731,a
481.39538790333575,165.1990227473696,a
480.26882825014985,157.07307477016093,a
431.2544610525755,205.29929851769793,a
486.5744066377281,201.8220337392977,a
475.38662413207,187.12370039335985,a
454.11650426259723,251.6269214816667,a
449.99582419786,175.00734636158643,a
485.10176123264915,172.60368595819693,a
434.10974380685764,95.74159816859424,a
467.5475031685003,134.1366677075323,a
477.2576389241451,100.19377176660646,a
490.5071752764091,73.03809162391661,a
487.6736536394145,99.93339098583726,a
474.11231986864925,76.8592281752264,a
484.9888500814249,88.98703087106105,a
482.2029773690699,118.05627441117582,a
483.5224768293706,175.35298212720676,a
543.3720289586586,178.2986282245539,a
518.3830133478017,207.83143210609802,a
503.2410990157071,190.92138787753913,a
519.2419232768018,246.68808808099948,a
432.92338741130794,258.93402095376166,a
